zipcode,Households!!Total,Households!!Median income (dollars),Households!!Mean income (dollars),Families!!Total,Total!!Population for whom poverty status is determined,Total!!Population for whom poverty status is determined!!SEX!!Male,Total!!Population for whom poverty status is determined!!SEX!!Female,Below poverty level!!Population for whom poverty status is determined,Percent below poverty level!!Population for whom poverty status is determined,"Total number of housing units
",Total number of Occupied housing units,Total number of vacant housing units,Total population,RACE!!Total population!!One race!!White,RACE!!Total population!!One race!!Black or African American,RACE!!Total population!!One race!!American Indian and Alaska Native,RACE!!Total population!!One race!!Asian,RACE!!Total population!!One race!!Some Other Race
10001,15097,123393,205444,4715,27621,13772,13849,4293,15.5,17554,15097,2457,29079,15893,3070,32,5228,1653
10002,35771,46525,93314,16924,74729,37794,36935,18611,24.9,39646,35771,3875,75517,23597,7074,262,27700,9006
10003,25080,153750,248577,6847,44368,22634,21734,5614,12.7,30730,25080,5650,53825,36193,2367,68,9639,1366
10004,1775,220592,309645,799,3860,2117,1743,157,4.1,2146,1775,371,3875,2460,278,0,923,33
10005,5156,211810,279387,1432,9238,4637,4601,424,4.6,6495,5156,1339,9238,6254,405,0,1311,433
10006,2305,209972,235292,792,4475,1974,2501,580,13,2605,2305,300,4475,2932,271,0,1058,127
10007,3309,"250,000+",512350,1690,7470,3366,4104,232,3.1,3711,3309,402,7802,5593,704,0,1179,76
10009,30025,87963,134024,10493,58283,29195,29088,11359,19.5,32375,30025,2350,58341,32293,5002,185,7533,6802
10010,16192,156127,253684,6113,29548,13989,15559,2696,9.1,19014,16192,2822,31905,20884,2912,112,4517,749
10011,28277,146571,238674,8360,47366,24006,23360,4295,9.1,35049,28277,6772,49344,35340,1950,60,5118,2516
10012,11909,130938,219222,3593,20871,9988,10883,2299,11,14568,11909,2659,21846,15076,715,66,3780,718
10013,12609,159474,385678,6489,26287,12439,13848,2609,9.9,15933,12609,3324,28215,15873,1053,14,8621,680
10014,17682,167254,276638,5181,29384,14533,14851,1896,6.5,21835,17682,4153,29772,24317,907,58,1516,480
10016,30164,153065,217368,8528,52988,26146,26842,5180,9.8,36985,30164,6821,54297,33663,2534,65,10830,1011
10017,9529,132518,182585,2667,14945,6874,8071,1522,10.2,12866,9529,3337,14985,10102,491,28,2736,586
10018,4901,133042,219569,1467,8710,4349,4361,1434,16.5,5678,4901,777,8764,3871,874,189,2402,587
10019,26900,121835,198898,7667,43950,24087,19863,4682,10.7,33279,26900,6379,44276,26883,2740,239,8151,1976
10020,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10021,20319,156712,279563,9515,38853,17038,21815,1941,5,29248,20319,8929,39479,32620,232,0,3888,1084
10022,18627,171038,283490,7884,34048,15812,18236,2265,6.7,25686,18627,7059,34340,26374,672,27,4026,914
10023,36881,157866,255254,14476,65388,30409,34979,5658,8.7,46272,36881,9391,67468,45595,3139,99,10948,2700
10024,29447,182614,311852,14502,61694,29057,32637,4788,7.8,36723,29447,7276,62576,50685,1883,51,2973,3383
10025,41029,109195,187891,19284,88473,41676,46797,13351,15.1,47649,41029,6620,93223,53927,9864,111,9406,9068
10026,15537,74140,126720,7321,37050,17557,19493,6551,17.7,17648,15537,2111,37113,9819,17758,29,2369,3032
10027,24509,64220,116529,10994,57272,28917,28355,13545,23.7,28038,24509,3529,65068,19634,23503,375,6669,9253
10028,24901,168125,282107,10580,45665,20429,25236,2299,5,29535,24901,4634,45679,38602,744,9,3177,670
10029,33098,38308,79430,16049,72382,31636,40746,22134,30.6,36955,33098,3857,74848,15835,23634,411,8940,16835
10030,13180,42738,80313,5756,30687,14460,16227,10015,32.6,14602,13180,1422,30781,4659,17951,107,1521,4021
10031,21991,65067,95724,10922,59744,29600,30144,13718,23,24110,21991,2119,60305,12743,17393,351,2621,14798
10032,21359,56588,83374,10009,54238,25986,28252,10884,20.1,23178,21359,1819,55579,12018,9029,268,2789,23681
10033,19747,75585,125737,10899,52745,26296,26449,8953,17,21338,19747,1591,53611,17974,3801,1162,1817,18382
10034,15462,69786,96915,8172,38979,18532,20447,5687,14.6,16599,15462,1137,39037,10488,4360,885,1265,14022
10035,15056,40556,74154,6856,38118,19267,18851,14181,37.2,16340,15056,1284,39082,7992,14923,664,2260,8232
10036,18886,100225,153956,4922,30218,17171,13047,4155,13.8,22473,18886,3587,30589,17012,2474,29,4670,1818
10037,10205,51250,88255,3675,18071,7686,10385,5049,27.9,11218,10205,1013,18333,2574,11736,77,775,1068
10038,10694,115121,168823,4247,21895,9960,11935,3939,18,12624,10694,1930,23342,10416,2604,43,6875,1233
10039,12427,48792,72337,6947,30425,14329,16096,8592,28.2,13300,12427,873,30512,3183,16742,143,446,4390
10040,16260,64022,91539,8748,40695,19431,21264,6741,16.6,17020,16260,760,41581,11008,2780,514,731,20024
10044,5146,106146,172339,2735,11313,5082,6231,1293,11.4,6004,5146,858,11998,5063,1772,0,3538,709
10065,16706,160938,267101,6611,30904,13660,17244,1860,6,22734,16706,6028,31047,23642,680,0,4055,683
10069,3202,226151,343678,1623,6669,3727,2942,1771,26.6,3647,3202,445,6669,3036,203,0,1947,1058
10075,12536,146556,292128,5424,23351,9789,13562,2959,12.7,16415,12536,3879,23865,19737,196,0,2276,250
10103,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10110,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10111,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10112,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10115,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10119,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10128,30154,148705,243787,13687,58712,26057,32655,5011,8.5,35940,30154,5786,59000,41579,3173,106,6166,2686
10152,0,-,-,0,0,0,0,0,-,99,0,99,0,0,0,0,0,0
10153,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10154,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10162,883,110349,138519,426,1769,884,885,79,4.5,1034,883,151,1769,1577,19,0,51,15
10165,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10167,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10168,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10169,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10170,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10171,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10172,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10173,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10174,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10177,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10199,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10271,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10278,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10279,62,"250,000+",1210208,62,181,65,116,0,0,130,62,68,181,100,0,0,0,0
10280,4222,206250,343601,1985,8668,4186,4482,303,3.5,5015,4222,793,8668,5333,161,200,2463,77
10282,2584,"250,000+",468406,1516,5960,3257,2703,381,6.4,2950,2584,366,5960,4207,145,0,903,34
10301,14430,84937,116032,9008,38591,18744,19847,6808,17.6,16631,14430,2201,39799,17504,9748,318,3050,2931
10302,6159,76089,96783,4342,19666,10418,9248,3939,20,6927,6159,768,19693,6572,4435,319,1180,4122
10303,8742,79429,100468,6313,25956,12127,13829,4829,18.6,9580,8742,838,25993,6824,9294,84,2607,2764
10304,15900,71506,107989,10801,44617,21472,23145,7940,17.8,17524,15900,1624,45843,19743,12008,530,6090,3713
10305,15637,86294,113878,10590,41240,20250,20990,3568,8.7,16850,15637,1213,41714,26964,1251,248,8626,1629
10306,19846,97746,125636,14806,56818,28115,28703,5065,8.9,21299,19846,1453,57249,39494,1883,85,8985,1959
10307,5135,138807,160824,3940,14794,7758,7036,396,2.7,5390,5135,255,14821,12665,7,0,693,219
10308,10323,122654,138577,8276,29972,14338,15634,1738,5.8,11093,10323,770,29996,24886,229,59,2256,1008
10309,12108,123638,154589,9310,34750,17126,17624,2074,6,12770,12108,662,34918,30698,148,33,1390,1438
10310,8982,106118,122637,6503,25746,12409,13337,3422,13.3,9909,8982,927,25824,12927,5627,220,1338,2025
10311,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10312,21366,111434,135032,16645,63324,30947,32377,4057,6.4,22547,21366,1181,63345,50048,800,33,5989,1189
10314,31419,104655,131486,23446,92443,45284,47159,9341,10.1,33554,31419,2135,93539,61357,3526,659,17404,3279
10451,21414,37111,59107,11352,48883,21967,26916,15676,32.1,21850,21414,436,48975,6413,23345,273,557,12202
10452,28397,37854,54449,17663,75256,35963,39293,26773,35.6,28854,28397,457,76745,8949,26617,763,705,28945
10453,28462,35482,53758,17793,77595,35000,42595,26120,33.7,28801,28462,339,78270,8812,25647,1306,998,28171
10454,14910,27500,55836,9278,40174,18536,21638,17197,42.8,15397,14910,487,40368,4879,12168,1044,243,15993
10455,16366,36701,53392,10287,42777,20048,22729,14098,33,16608,16366,242,42940,3655,13034,542,654,17733
10456,32601,35676,48755,19715,85724,39598,46126,31548,36.8,33321,32601,720,86958,8911,41291,1211,723,22861
10457,26715,44911,58366,17936,78637,36317,42320,26848,34.1,27795,26715,1080,79375,7143,33115,904,573,22418
10458,28856,42107,57371,16966,75230,35751,39479,22418,29.8,30592,28856,1736,78741,8937,14395,1371,3022,42951
10459,17919,39276,58743,11433,49182,23191,25991,16463,33.5,18678,17919,759,49753,3912,17104,491,558,19620
10460,22734,36067,56863,14246,60645,29142,31503,20584,33.9,24085,22734,1351,61101,6553,22229,685,610,19080
10461,19078,65023,90619,12225,49648,23618,26030,8320,16.8,20418,19078,1340,50900,20438,5128,480,6956,12850
10462,29538,63460,80576,18182,74730,36567,38163,14539,19.5,31828,29538,2290,75452,11771,18307,868,13732,23970
10463,29575,72952,101956,16495,67233,30450,36783,13246,19.7,30602,29575,1027,69373,26634,10503,1119,2788,16549
10464,2081,100306,132151,1220,4273,2083,2190,253,5.9,2255,2081,174,4273,2849,61,0,91,947
10465,16221,90255,110108,11065,44514,21831,22683,6168,13.9,17200,16221,979,46457,20938,6164,298,2676,9192
10466,25262,66328,90341,17976,72986,32861,40125,14540,19.9,26303,25262,1041,74061,4418,47389,745,1477,14899
10467,38210,47806,66931,22338,94609,44821,49788,25338,26.8,40582,38210,2372,96304,15203,29859,1338,6267,32776
10468,28608,46624,61402,18334,78488,38342,40146,20942,26.7,29553,28608,945,79825,8601,19158,1220,1852,36602
10469,23582,76018,98334,16775,67513,31513,36000,10226,15.1,25082,23582,1500,69855,8760,39845,453,4407,11096
10470,6625,81134,105951,3707,15444,7450,7994,1720,11.1,6869,6625,244,15558,6499,5290,187,410,1831
10471,9205,108738,147500,5152,20576,9817,10759,1265,6.1,9453,9205,248,23400,13377,2076,192,1069,3031
10472,21950,43125,60361,15103,63340,31426,31914,19923,31.5,24259,21950,2309,63820,4455,17362,776,5164,30286
10473,22734,50609,71363,14418,59055,27002,32053,14207,24.1,23234,22734,500,59778,7831,24534,412,1454,18555
10474,3917,41279,58859,2551,10636,5116,5520,3346,31.5,4092,3917,175,11188,741,3439,118,46,4716
10475,18692,62383,73880,11374,41795,19061,22734,6450,15.4,19333,18692,641,42771,3460,27364,306,796,6882
10501,469,231607,260900,372,1426,618,808,120,8.4,486,469,17,1426,1405,0,0,0,0
10502,1879,"250,000+",294577,1601,5837,2949,2888,205,3.5,2002,1879,123,5875,3896,98,0,763,346
10503,63,"250,000+",260817,63,127,61,66,0,0,143,63,80,127,127,0,0,0,0
10504,2540,247433,396809,2229,7772,4106,3666,327,4.2,2665,2540,125,7853,6016,150,0,595,446
10505,495,145250,217796,331,1295,609,686,23,1.8,495,495,0,1295,988,8,0,119,77
10506,2225,"250,000+",360722,1549,6242,3104,3138,180,2.9,2408,2225,183,6246,5396,119,0,153,202
10507,1805,106213,240364,1225,5144,2520,2624,434,8.4,2024,1805,219,6044,3368,459,4,867,489
10509,7326,120987,149796,5398,19830,10164,9666,1486,7.5,7839,7326,513,20055,13941,577,13,678,3208
10510,3734,215568,311303,2993,9827,5081,4746,510,5.2,3942,3734,208,10027,7859,134,0,763,248
10511,817,127375,155406,600,2296,1121,1175,86,3.7,849,817,32,2296,1413,173,5,134,188
10512,9170,124519,140094,6369,24099,11754,12345,1525,6.3,9874,9170,704,24238,18437,1087,81,438,2005
10514,4076,"250,000+",371010,3595,12227,6134,6093,411,3.4,4205,4076,129,12227,8784,487,0,1549,308
10516,2289,135922,179973,1589,5586,2790,2796,376,6.7,2603,2289,314,5607,5022,265,0,56,26
10517,165,110417,128342,123,551,228,323,24,4.4,165,165,0,551,349,18,0,35,98
10518,374,167368,345724,256,789,401,388,43,5.4,533,374,159,789,738,0,0,32,0
10519,107,-,N,47,188,128,60,0,0,107,107,0,188,60,0,0,128,0
10520,4989,140018,197365,3103,11930,5899,6031,566,4.7,5425,4989,436,12208,9935,529,3,385,699
10522,3853,167927,209355,2841,10705,5531,5174,661,6.2,4074,3853,221,11464,8182,400,10,1201,741
10523,3320,115809,149859,2441,9672,4471,5201,686,7.1,3727,3320,407,9773,3445,2147,92,1048,1883
10524,1613,125568,164852,1101,4285,2094,2191,371,8.7,1850,1613,237,4298,3720,59,0,44,153
10526,722,"250,000+",321361,600,2038,893,1145,30,1.5,795,722,73,2040,1625,8,0,196,26
10527,191,219698,287891,191,587,308,279,0,0,191,191,0,587,461,51,0,0,75
10528,4959,151193,226664,3669,13778,6437,7341,859,6.2,5101,4959,142,13822,10260,440,0,1392,998
10530,6493,118114,158500,3921,13942,6610,7332,796,5.7,6795,6493,302,13955,9687,1005,2,1439,573
10532,1822,134662,179653,1330,5141,2613,2528,275,5.3,1887,1822,65,5253,4535,63,0,204,252
10533,2587,171250,293766,2085,7320,3674,3646,113,1.5,2999,2587,412,7337,5706,75,0,627,274
10535,196,-,91328,54,323,142,181,84,26,196,196,0,323,146,47,0,0,130
10536,3434,239063,306462,2957,10606,5151,5455,795,7.5,3749,3434,315,11010,9159,205,32,388,214
10537,811,126354,137714,656,2418,1263,1155,143,5.9,984,811,173,2418,1980,2,0,57,0
10538,6715,186555,359787,5011,17656,8636,9020,467,2.6,7017,6715,302,17709,14078,733,16,656,414
10540,0,-,-,0,11,11,0,11,100,0,0,0,114,22,70,0,0,11
10541,8950,133929,154108,7190,25971,13147,12824,775,3,9614,8950,664,26137,20626,450,20,682,2349
10542,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10543,7566,128418,196077,5434,20753,10554,10199,1526,7.4,8141,7566,575,21022,13445,1125,287,1075,2839
10545,0,-,-,0,182,182,0,107,58.8,0,0,0,182,120,12,0,9,41
10546,456,213250,245138,414,1229,490,739,25,2,502,456,46,1229,913,2,0,206,0
10547,2787,155295,168143,1892,7253,3358,3895,417,5.7,2956,2787,169,7361,4583,1211,8,193,640
10548,1228,140000,144895,899,3949,1846,2103,332,8.4,1401,1228,173,4302,3212,201,0,14,286
10549,5807,122327,191285,4046,15825,8271,7554,1167,7.4,6339,5807,532,15858,10715,895,0,440,2632
10550,15837,56903,79462,9059,39607,17898,21709,7320,18.5,16865,15837,1028,40072,2997,27600,392,475,3779
10552,9442,97105,135547,5702,21190,9080,12110,1437,6.8,10143,9442,701,21499,7216,8659,79,1031,2963
10553,3693,84173,115039,2585,10815,4930,5885,1005,9.3,3801,3693,108,10815,1403,7566,0,77,940
10560,1642,180455,218439,1265,4701,2497,2204,125,2.7,1851,1642,209,4914,4188,38,0,119,212
10562,12230,113069,152057,8645,31932,15178,16754,2514,7.9,12745,12230,515,33700,18336,2876,127,1382,7438
10566,10806,91042,115364,6369,25333,12534,12799,2528,10,11752,10806,946,25484,10050,4778,602,511,5979
10567,6587,152334,187475,5138,19822,9793,10029,900,4.5,7086,6587,499,20260,13603,1876,0,726,1158
10570,4285,188262,268128,3272,12271,6067,6204,442,3.6,4481,4285,196,13391,10818,549,0,445,732
10573,13951,110612,176596,10000,40728,21530,19198,4307,10.6,14592,13951,641,40982,19539,2509,390,1875,10278
10576,1814,227344,355093,1565,4904,2432,2472,213,4.3,1974,1814,160,4904,4521,75,0,117,62
10577,729,"250,000+",450273,681,2699,1172,1527,50,1.9,875,729,146,5901,4033,644,24,387,248
10578,568,"250,000+",237243,560,1851,1209,642,0,0,568,568,0,1851,551,90,0,306,904
10579,3011,135893,163628,2391,8825,4678,4147,159,1.8,3642,3011,631,8825,7109,209,51,236,701
10580,6178,242015,432282,4865,17897,9131,8766,504,2.8,6614,6178,436,18073,14345,316,28,1271,384
10583,14050,"250,000+",403974,11276,40508,20115,20393,1329,3.3,14914,14050,864,40612,26503,1131,25,8272,1678
10588,1108,171598,178405,833,3079,1364,1715,29,0.9,1172,1108,64,3081,2665,59,0,225,70
10589,3536,123293,158355,1844,7189,2994,4195,254,3.5,4020,3536,484,7266,6660,19,29,285,15
10590,2628,198563,250326,2141,7312,3772,3540,354,4.8,2820,2628,192,7314,6279,94,0,290,59
10591,10094,103480,163144,5981,23409,11621,11788,1566,6.7,10566,10094,472,23663,13441,986,90,1615,3357
10594,1792,166417,201719,1462,5488,2755,2733,220,4,1820,1792,28,5512,4666,39,0,212,366
10595,2360,108750,174450,1536,6048,2952,3096,869,14.4,2543,2360,183,7180,5006,657,29,612,411
10596,389,81893,137325,164,657,318,339,51,7.8,450,389,61,657,442,53,0,1,23
10597,194,211591,259207,179,652,356,296,0,0,234,194,40,652,449,0,0,0,190
10598,10299,163040,195257,8104,28890,14277,14613,970,3.4,10994,10299,695,28894,22571,1559,16,1055,1668
10601,5313,90733,133168,2378,10658,4796,5862,1997,18.7,6031,5313,718,10860,4983,1617,139,1272,2110
10603,7277,121450,154592,5097,19083,9509,9574,1464,7.7,7624,7277,347,19201,7518,4334,33,976,3882
10604,4273,111131,185731,3024,12068,5576,6492,492,4.1,4436,4273,163,12192,7980,891,250,399,1183
10605,7933,145587,205076,5036,19251,9413,9838,1206,6.3,8537,7933,604,19371,13032,1679,0,1607,1329
10606,6420,114956,166099,4041,17239,8456,8783,2441,14.2,6920,6420,500,17556,6119,2545,0,1633,4870
10607,2224,161250,207024,1609,6011,2734,3277,397,6.6,2291,2224,67,6222,2044,1981,11,738,1025
10701,27163,63310,91977,17031,69513,33954,35559,12640,18.2,28252,27163,1089,70054,18909,15858,1047,2192,19637
10703,7553,74940,107752,5289,21865,9680,12185,3167,14.5,7925,7553,372,22135,8206,4815,40,1023,4605
10704,12032,110097,118247,7954,31795,14966,16829,3429,10.8,12576,12032,544,31844,17671,2898,13,1784,4711
10705,14995,68616,102773,9623,40171,19936,20235,7217,18,15620,14995,625,40390,10660,6791,440,1991,13860
10706,3357,177031,271732,2389,8874,4372,4502,258,2.9,3413,3357,56,9119,7590,146,0,463,240
10707,3957,141837,181106,2415,9612,4529,5083,544,5.7,4186,3957,229,9755,6476,363,0,1211,981
10708,9425,121107,222143,5607,20449,9906,10543,1508,7.4,10004,9425,579,21946,16178,1534,16,817,1199
10709,3690,175424,225616,2698,10274,5076,5198,287,2.8,3897,3690,207,10274,8517,71,0,886,112
10710,9979,100783,127307,6336,25607,12403,13204,2707,10.6,10107,9979,128,25684,11269,3966,418,2942,3903
10801,16030,83534,127834,9306,39944,20121,19823,5837,14.6,16912,16030,882,41984,15461,10361,300,2767,6246
10803,4239,212288,323987,3368,13096,6431,6665,347,2.6,4360,4239,121,13096,9301,863,0,873,432
10804,5267,220089,294869,4314,15189,7739,7450,474,3.1,5327,5267,60,15228,11813,1811,0,516,304
10805,8530,89964,132371,5390,20228,9731,10497,1991,9.8,8731,8530,201,21230,9487,3603,194,956,4313
10901,9273,114651,144046,6165,25876,11631,14245,2395,9.3,9674,9273,401,26224,18728,2899,190,1241,1693
10910,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10911,8,-,N,8,18,0,18,0,0,8,8,0,18,8,10,0,0,0
10913,1518,175000,190378,1264,4790,2323,2467,454,9.5,1572,1518,54,5333,4010,142,0,351,77
10914,156,-,89686,144,691,406,285,0,0,156,156,0,691,216,283,0,0,0
10915,0,-,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
10916,1468,115227,135542,1244,4436,2352,2084,168,3.8,1545,1468,77,4531,3321,377,0,147,192
10917,480,126522,181475,415,1575,970,605,46,2.9,611,480,131,1575,1135,68,0,112,234
10918,4185,147011,162759,2929,11645,5449,6196,1003,8.6,4607,4185,422,11937,8429,483,24,387,1252
10919,539,106185,106501,460,1383,852,531,25,1.8,539,539,0,1383,711,24,0,46,73
10920,2869,143672,187414,2305,8493,3948,4545,454,5.3,2940,2869,71,8493,5680,26,0,862,504
10921,1564,107500,137824,1171,4352,2270,2082,260,6,1630,1564,66,4358,2981,242,223,210,306
10922,543,88516,121074,205,1072,646,426,40,3.7,557,543,14,1072,796,122,43,31,15
10923,2866,95769,131181,2038,9072,4533,4539,1144,12.6,2909,2866,43,9188,3845,973,0,494,2102
10924,4671,114567,150029,3276,12723,6302,6421,717,5.6,5178,4671,507,13612,10287,579,269,386,794
10925,1755,89313,117142,1231,4424,2198,2226,388,8.8,2220,1755,465,4440,3604,44,115,166,71
10926,1409,98135,124913,909,3725,1567,2158,324,8.7,1495,1409,86,3741,1964,412,37,314,747
10927,3910,67447,94352,2824,12111,6330,5781,2056,17,4180,3910,270,12273,3230,2205,185,330,3369
10928,2277,96106,108019,1160,5273,2928,2345,456,8.6,2442,2277,165,5273,2555,854,13,264,466
10930,3423,141893,153116,2688,10331,5155,5176,538,5.2,3647,3423,224,10342,6516,1356,32,660,172
10931,383,81406,100442,256,1170,522,648,86,7.4,403,383,20,1170,425,179,53,8,367
10932,7,-,N,7,14,7,7,0,0,7,7,0,14,0,0,0,0,14
10933,99,-,75389,74,312,93,219,122,39.1,131,99,32,312,312,0,0,0,0
10940,18680,87198,107356,12672,52403,26587,25816,6654,12.7,19930,18680,1250,53099,23066,12055,1386,2066,7393
10941,5428,95938,116019,3615,14756,7501,7255,1367,9.3,5486,5428,58,14761,7013,3173,187,677,1361
10950,16009,77123,105043,13607,64892,31922,32970,17780,27.4,17531,16009,1522,65391,55396,2106,325,797,3163
10952,11031,70696,108362,9540,46920,23398,23522,16679,35.5,11743,11031,712,47169,41494,3022,5,431,568
10953,0,-,-,0,0,0,0,0,-,26,0,26,0,0,0,0,0,0
10954,9590,112927,160547,6698,26942,12399,14543,2123,7.9,10041,9590,451,27474,14755,4250,79,3689,1525
10956,9592,179060,201331,8153,31101,15646,15455,1360,4.4,9892,9592,300,31420,19466,2060,183,4033,2655
10958,816,156250,170141,641,2348,1240,1108,47,2,904,816,88,2717,1988,269,2,25,55
10960,6212,126404,180940,3512,14537,6974,7563,811,5.6,6680,6212,468,15277,9428,2814,0,713,647
10962,1646,171389,179053,1300,4763,2160,2603,173,3.6,1678,1646,32,4921,3149,237,0,761,242
10963,1178,79265,105997,737,2821,1555,1266,231,8.2,1281,1178,103,3940,2271,779,14,149,329
10964,514,-,245846,324,1395,608,787,67,4.8,567,514,53,1395,1056,81,6,220,20
10965,5605,136970,161838,3991,15512,8158,7354,956,6.2,5937,5605,332,15526,12043,195,199,583,2262
10968,1122,132105,167961,589,2406,1319,1087,10,0.4,1345,1122,223,2406,2042,27,0,236,35
10969,425,154127,175352,316,1333,720,613,38,2.9,478,425,53,1333,1101,115,0,7,94
10970,3959,118445,140632,3029,11623,5455,6168,957,8.2,4138,3959,179,11636,5699,2114,68,847,1556
10973,755,133508,143690,611,2300,1159,1141,244,10.6,817,755,62,2300,1577,187,68,34,86
10974,1228,112404,152648,741,3275,1716,1559,143,4.4,1286,1228,58,3324,2322,261,153,198,128
10975,125,102608,75670,77,254,156,98,31,12.2,152,125,27,254,56,170,0,0,0
10976,603,95956,119973,361,1692,696,996,198,11.7,681,603,78,2215,1420,227,0,190,84
10977,16360,77724,110251,13662,70629,36383,34246,20535,29.1,17339,16360,979,71465,40807,12034,287,1893,12764
10979,43,-,N,43,84,41,43,0,0,43,43,0,84,84,0,0,0,0
10980,4816,125333,139575,3686,13793,7112,6681,393,2.8,5081,4816,265,13793,9411,1819,0,368,778
10983,1899,178664,204353,1592,5461,2645,2816,26,0.5,1926,1899,27,5489,3985,172,0,670,382
10984,916,109583,152194,745,2760,1456,1304,66,2.4,916,916,0,2760,1870,207,0,115,318
10985,6,-,N,6,18,12,6,0,0,6,6,0,18,18,0,0,0,0
10986,592,-,141410,334,1402,625,777,102,7.3,621,592,29,1402,1102,89,0,47,87
10987,1446,164063,299054,971,4014,2042,1972,674,16.8,1646,1446,200,4041,2956,327,0,137,199
10988,222,104615,151364,175,684,282,402,61,8.9,235,222,13,684,572,33,0,0,9
